,Country,CO2_Percent_Change,Forest_Area_Percent_Change,Predicted_Avg_Temp
3847,Cuba,0,0.25,32.21559
3848,Cuba,0,-0.5,31.272884
3849,Cuba,0,-1,30.651314
3850,Cuba,-1,1,33.47605
3851,Cuba,-1,0.5,32.83915
3852,Cuba,-1,0.25,32.520702
3853,Cuba,-1,0,32.20225
3854,Cuba,-1,0.25,32.520702
3855,Cuba,-1,-0.5,31.565353
3856,Cuba,-1,-1,30.928455
3857,Cuba,-2,1,33.7846
3858,Cuba,-2,0.5,33.146225
3859,Cuba,-2,0.25,32.827377
3860,Cuba,-2,0,32.508926
3861,Cuba,-2,0.25,32.827377
3862,Cuba,-2,-0.5,31.872028
3863,Cuba,-2,-1,31.23513
3864,Cuba,-5,1,34.78011
3865,Cuba,-5,0.5,34.148125
3866,Cuba,-5,0.25,33.832138
3867,Cuba,-5,0,33.516144
3868,Cuba,-5,0.25,33.832138
3869,Cuba,-5,-0.5,32.884163
3870,Cuba,-5,-1,32.252182
3871,Bangladesh,5,1,27.381893
3872,Bangladesh,5,0.5,29.039814
3873,Bangladesh,5,0.25,30.490974
3874,Bangladesh,5,0,32.083748
3875,Bangladesh,5,0.25,30.490974
3876,Bangladesh,5,-0.5,35.564312
3877,Bangladesh,5,-1,39.4321
3878,Bangladesh,2,1,26.377972
3879,Bangladesh,2,0.5,28.078611
3880,Bangladesh,2,0.25,29.576527
3881,Bangladesh,2,0,31.190908
3882,Bangladesh,2,0.25,29.576527
3883,Bangladesh,2,-0.5,34.718685
3884,Bangladesh,2,-1,38.631355
3885,Bangladesh,1,1,26.043331
3886,Bangladesh,1,0.5,27.762207
3887,Bangladesh,1,0.25,29.27208
3888,Bangladesh,1,0,30.893293
3889,Bangladesh,1,0.25,29.27208
3890,Bangladesh,1,-0.5,34.443794
3891,Bangladesh,1,-1,38.36444
3892,Bangladesh,0,1,25.708862
3893,Bangladesh,0,0.5,27.449028
3894,Bangladesh,0,0.25,28.967628
3895,Bangladesh,0,0,25.775188596491226
3896,Bangladesh,0,0.25,28.967628
3897,Bangladesh,0,-0.5,34.17092
3898,Bangladesh,0,-1,38.097527
3899,Bangladesh,-1,1,25.375656
3900,Bangladesh,-1,0.5,27.135849
3901,Bangladesh,-1,0.25,28.663181
3902,Bangladesh,-1,0,30.29807
3903,Bangladesh,-1,0.25,28.663181
3904,Bangladesh,-1,-0.5,33.904007
3905,Bangladesh,-1,-1,37.83581
3906,Bangladesh,-2,1,25.042446
3907,Bangladesh,-2,0.5,26.825981
3908,Bangladesh,-2,0.25,28.358734
3909,Bangladesh,-2,0,30.000456
3910,Bangladesh,-2,0.25,28.358734
3911,Bangladesh,-2,-0.5,33.637093
3912,Bangladesh,-2,-1,37.577347
3913,Bangladesh,-5,1,24.04282
3914,Bangladesh,-5,0.5,25.903185
3915,Bangladesh,-5,0.25,27.445387
3916,Bangladesh,-5,0,29.106133
3917,Bangladesh,-5,0.25,27.445387
3918,Bangladesh,-5,-0.5,32.83635
3919,Bangladesh,-5,-1,36.801964
3920,Poland,5,1,11.849321
3921,Poland,5,0.5,10.701171
3922,Poland,5,0.25,10.130735
3923,Poland,5,0,9.564142
3924,Poland,5,0.25,10.130735
3925,Poland,5,-0.5,8.437538
3926,Poland,5,-1,7.3483157
3927,Poland,2,1,12.263948
3928,Poland,2,0.5,11.119323
3929,Poland,2,0.25,10.547961
3930,Poland,2,0,9.976601
3931,Poland,2,0.25,10.547961
3932,Poland,2,-0.5,8.8535
3933,Poland,2,-1,7.8129764
3934,Poland,1,1,12.415779
3935,Poland,1,0.5,11.26613
3936,Poland,1,0.25,10.694782
3937,Poland,1,0,10.131472
3938,Poland,1,0.25,10.694782
3939,Poland,1,-0.5,9.050991
3940,Poland,1,-1,8.032668
3941,Poland,0,1,12.585112
3942,Poland,0,0.5,11.436167
3943,Poland,0,0.25,10.874821
3944,Poland,0,0,8.766116228070176
3945,Poland,0,0.25,10.874821
3946,Poland,0,-0.5,9.274812
3947,Poland,0,-1,8.311815
3948,Poland,-1,1,12.756115
3949,Poland,-1,0.5,11.626059
3950,Poland,-1,0.25,11.084393
3951,Poland,-1,0,10.55212
3952,Poland,-1,0.25,11.084393
3953,Poland,-1,-0.5,9.50947
3954,Poland,-1,-1,8.691578
3955,Poland,-2,1,12.933753
3956,Poland,-2,0.5,11.843519
3957,Poland,-2,0.25,11.3121805
3958,Poland,-2,0,10.780843
3959,Poland,-2,0.25,11.3121805
3960,Poland,-2,-0.5,9.805004
3961,Poland,-2,-1,9.14907
3962,Poland,-5,1,13.646244
3963,Poland,-5,0.5,12.613737
3964,Poland,-5,0.25,12.150831
3965,Poland,-5,0,11.788914
3966,Poland,-5,0.25,12.150831
3967,Poland,-5,-0.5,11.207843
3968,Poland,-5,-1,10.784897
3969,Argentina,5,1,22.062592
3970,Argentina,5,0.5,22.260958
3971,Argentina,5,0.25,22.36133
3972,Argentina,5,0,22.465628
3973,Argentina,5,0.25,22.36133
3974,Argentina,5,-0.5,22.685413
3975,Argentina,5,-1,22.9052
3976,Argentina,2,1,20.469603
3977,Argentina,2,0.5,20.689388
3978,Argentina,2,0.25,20.79928
3979,Argentina,2,0,20.909174
3980,Argentina,2,0.25,20.79928
3981,Argentina,2,-0.5,21.154509
3982,Argentina,2,-1,21.402475
3983,Argentina,1,1,19.95078
3984,Argentina,1,0.5,20.170568
3985,Argentina,1,0.25,20.28457
3986,Argentina,1,0,20.408556
3987,Argentina,1,0.25,20.28457
3988,Argentina,1,-0.5,20.656527
3989,Argentina,1,-1,20.904493
3990,Argentina,0,1,19.431965
3991,Argentina,0,0.5,19.662603
3992,Argentina,0,0.25,19.786589
3993,Argentina,0,0,18.0929609375
3994,Argentina,0,0.25,19.786589
3995,Argentina,0,-0.5,20.158543
3996,Argentina,0,-1,20.435402
3997,Argentina,-1,1,18.919058
3998,Argentina,-1,0.5,19.164621
3999,Argentina,-1,0.25,19.288607
4000,Argentina,-1,0,19.412592
4001,Argentina,-1,0.25,19.288607
4002,Argentina,-1,-0.5,19.691584
4003,Argentina,-1,-1,19.977491
4004,Argentina,-2,1,18.418669
4005,Argentina,-2,0.5,18.667486
4006,Argentina,-2,0.25,18.806885
4007,Argentina,-2,0,18.947767
4008,Argentina,-2,0.25,18.806885
4009,Argentina,-2,-0.5,19.238453
4010,Argentina,-2,-1,19.532007
4011,Argentina,-5,1,17.026648
4012,Argentina,-5,0.5,17.327948
4013,Argentina,-5,0.25,17.479317
4014,Argentina,-5,0,17.630684
4015,Argentina,-5,0.25,17.479317
4016,Argentina,-5,-0.5,17.933418
4017,Argentina,-5,-1,18.244045
4018,Ireland,5,1,9.263873
4019,Ireland,5,0.5,9.145042
4020,Ireland,5,0.25,9.087777
4021,Ireland,5,0,9.034204
4022,Ireland,5,0.25,9.087777
4023,Ireland,5,-0.5,8.927056
4024,Ireland,5,-1,8.825292
4025,Ireland,2,1,9.696368
4026,Ireland,2,0.5,9.603662
4027,Ireland,2,0.25,9.5586605
4028,Ireland,2,0,9.51502
4029,Ireland,2,0.25,9.5586605
4030,Ireland,2,-0.5,9.427738
4031,Ireland,2,-1,9.340457
4032,Ireland,1,1,9.867876
4033,Ireland,1,0.5,9.779351
4034,Ireland,1,0.25,9.735711
4035,Ireland,1,0,9.69207
4036,Ireland,1,0.25,9.735711
4037,Ireland,1,-0.5,9.604789
4038,Ireland,1,-1,9.51905
4039,Ireland,0,1,10.043683
4040,Ireland,0,0.5,9.956402
4041,Ireland,0,0.25,9.912761
4042,Ireland,0,0,9.746291666666666
4043,Ireland,0,0.25,9.912761
4044,Ireland,0,-0.5,9.788013
4045,Ireland,0,-1,9.709703
4046,Ireland,-1,1,10.220734
4047,Ireland,-1,0.5,10.138713
4048,Ireland,-1,0.25,10.097846
4049,Ireland,-1,0,10.056979
4050,Ireland,-1,0.25,10.097846
4051,Ireland,-1,-0.5,9.980335
4052,Ireland,-1,-1,9.908695
4053,Ireland,-2,1,10.407987
4054,Ireland,-2,0.5,10.328287
4055,Ireland,-2,0.25,10.288767
4056,Ireland,-2,0,10.25135
4057,Ireland,-2,0.25,10.288767
4058,Ireland,-2,-0.5,10.1788845
4059,Ireland,-2,-1,10.108653
4060,Ireland,-5,1,10.989563
4061,Ireland,-5,0.5,10.919221
4062,Ireland,-5,0.25,10.884105
4063,Ireland,-5,0,10.848989
4064,Ireland,-5,0.25,10.884105
4065,Ireland,-5,-0.5,10.778756
4066,Ireland,-5,-1,10.708524
4067,Romania,5,1,13.324541
4068,Romania,5,0.5,12.355094
4069,Romania,5,0.25,11.87037
4070,Romania,5,0,11.385647
4071,Romania,5,0.25,11.87037
4072,Romania,5,-0.5,10.415694
4073,Romania,5,-1,9.463097
4074,Romania,2,1,13.622801
4075,Romania,2,0.5,12.653353
4076,Romania,2,0.25,12.168581
4077,Romania,2,0,11.683114
4078,Romania,2,0.25,12.168581
4079,Romania,2,-0.5,10.720516
4080,Romania,2,-1,9.788372
4081,Romania,1,1,13.722221
4082,Romania,1,0.5,12.7531185
4083,Romania,1,0.25,12.267894
4084,Romania,1,0,11.781347
4085,Romania,1,0.25,12.267894
4086,Romania,1,-0.5,10.82939
4087,Romania,1,-1,9.896689
4088,Romania,0,1,13.822101
4089,Romania,0,0.5,12.852457
4090,Romania,0,0.25,12.366228
4091,Romania,0,0,10.440663333333333
4092,Romania,0,0.25,12.366228
4093,Romania,0,-0.5,10.938263
4094,Romania,0,-1,10.005007
4095,Romania,-1,1,13.92198
4096,Romania,-1,0.5,12.95111
4097,Romania,-1,0.25,12.46446
4098,Romania,-1,0,11.983551
4099,Romania,-1,0.25,12.46446
4100,Romania,-1,-0.5,11.04689
4101,Romania,-1,-1,10.113325
4102,Romania,-2,1,14.021583
4103,Romania,-2,0.5,13.049343
4104,Romania,-2,0.25,12.564198
4105,Romania,-2,0,12.087575
4106,Romania,-2,0.25,12.564198
4107,Romania,-2,-0.5,11.155207
4108,Romania,-2,-1,10.2216425
4109,Romania,-5,1,14.317339
4110,Romania,-5,0.5,13.352892
4111,Romania,-5,0.25,12.879513
4112,Romania,-5,0,12.413725
4113,Romania,-5,0.25,12.879513
4114,Romania,-5,-0.5,11.480161
4115,Romania,-5,-1,10.546597
4116,Mauritius,5,1,28.20546
4117,Mauritius,5,0.5,28.661121
4118,Mauritius,5,0.25,28.896833
4119,Mauritius,5,0,29.144934
4120,Mauritius,5,0.25,28.896833
4121,Mauritius,5,-0.5,29.654758
4122,Mauritius,5,-1,30.174206
4123,Mauritius,2,1,26.921732
4124,Mauritius,2,0.5,27.39232
4125,Mauritius,2,0.25,27.640417
4126,Mauritius,2,0,27.88852
4127,Mauritius,2,0.25,27.640417
4128,Mauritius,2,-0.5,28.407778
4129,Mauritius,2,-1,28.961409
4130,Mauritius,1,1,26.493824
4131,Mauritius,1,0.5,26.973516
4132,Mauritius,1,0.25,27.221617
4133,Mauritius,1,0,27.47267
4134,Mauritius,1,0.25,27.221617
4135,Mauritius,1,-0.5,27.993773
4136,Mauritius,1,-1,28.564552
4137,Mauritius,0,1,26.065914
4138,Mauritius,0,0.5,26.554712
4139,Mauritius,0,0.25,26.802813
4140,Mauritius,0,0,24.374
4141,Mauritius,0,0.25,26.802813
4142,Mauritius,0,-0.5,27.596918
4143,Mauritius,0,-1,28.167698
4144,Mauritius,-1,1,25.639708
4145,Mauritius,-1,0.5,26.135908
4146,Mauritius,-1,0.25,26.384008
4147,Mauritius,-1,0,26.642529
4148,Mauritius,-1,0.25,26.384008
4149,Mauritius,-1,-0.5,27.20006
4150,Mauritius,-1,-1,27.771992
4151,Mauritius,-2,1,25.220903
4152,Mauritius,-2,0.5,25.717104
4153,Mauritius,-2,0.25,25.967325
4154,Mauritius,-2,0,26.236101
4155,Mauritius,-2,0.25,25.967325
4156,Mauritius,-2,-0.5,26.803202
4157,Mauritius,-2,-1,27.376337
4158,Mauritius,-5,1,23.966387
4159,Mauritius,-5,0.5,24.480694
4160,Mauritius,-5,0.25,24.756468
4161,Mauritius,-5,0,25.041897
4162,Mauritius,-5,0.25,24.756468
4163,Mauritius,-5,-0.5,25.61563
4164,Mauritius,-5,-1,26.197067
4165,Austria,5,1,12.734864
4166,Austria,5,0.5,10.644864
4167,Austria,5,0.25,9.624151
4168,Austria,5,0,8.649991
4169,Austria,5,0.25,9.624151
4170,Austria,5,-0.5,6.854798
4171,Austria,5,-1,5.936022
4172,Austria,2,1,12.992884
4173,Austria,2,0.5,10.913784
4174,Austria,2,0.25,9.9259615
4175,Austria,2,0,8.970547
4176,Austria,2,0.25,9.9259615
4177,Austria,2,-0.5,7.3032045
4178,Austria,2,-1,6.40456
4179,Austria,1,1,13.100039
4180,Austria,1,0.5,11.042858
4181,Austria,1,0.25,10.059899
4182,Austria,1,0,9.119903
4183,Austria,1,0.25,10.059899
4184,Austria,1,-0.5,7.5627327
4185,Austria,1,-1,6.7339106
4186,Austria,0,1,13.2125635
4187,Austria,0,0.5,11.182622
4188,Austria,0,0.25,10.220814
4189,Austria,0,0,7.6472
4190,Austria,0,0.25,10.220814
4191,Austria,0,-0.5,7.894478
4192,Austria,0,-1,7.10426
4193,Austria,-1,1,13.349679
4194,Austria,-1,0.5,11.345271
4195,Austria,-1,0.25,10.406092
4196,Austria,-1,0,9.534598
4197,Austria,-1,0.25,10.406092
4198,Austria,-1,-0.5,8.250877
4199,Austria,-1,-1,7.489688
4200,Austria,-2,1,13.516072
4201,Austria,-2,0.5,11.550611
4202,Austria,-2,0.25,10.660314
4203,Austria,-2,0,9.826931
4204,Austria,-2,0.25,10.660314
4205,Austria,-2,-0.5,8.621098
4206,Austria,-2,-1,7.875664
4207,Austria,-5,1,14.182
4208,Austria,-5,0.5,12.392177
4209,Austria,-5,0.25,11.587106
4210,Austria,-5,0,10.8625145
4211,Austria,-5,0.25,11.587106
4212,Austria,-5,-0.5,9.824851
4213,Austria,-5,-1,9.128066
4214,Cameroon,5,1,22.88084
4215,Cameroon,5,0.5,24.875443
4216,Cameroon,5,0.25,25.907486
4217,Cameroon,5,0,26.952562
4218,Cameroon,5,0.25,25.907486
4219,Cameroon,5,-0.5,29.056055
4220,Cameroon,5,-1,31.159533
4221,Cameroon,2,1,23.994837
4222,Cameroon,2,0.5,25.89835
4223,Cameroon,2,0.25,26.911495
4224,Cameroon,2,0,27.946417
4225,Cameroon,2,0.25,26.911495
4226,Cameroon,2,-0.5,30.03961
4227,Cameroon,2,-1,32.149334
4228,Cameroon,1,1,24.404572
4229,Cameroon,1,0.5,26.263403
4230,Cameroon,1,0.25,27.260391
4231,Cameroon,1,0,28.285007
4232,Cameroon,1,0.25,27.260391
4233,Cameroon,1,-0.5,30.367462
4234,Cameroon,1,-1,32.482567
4235,Cameroon,0,1,24.824741
4236,Cameroon,0,0.5,26.64146
4237,Cameroon,0,0.25,27.618626
4238,Cameroon,0,0,25.203950000000003
4239,Cameroon,0,0.25,27.618626
4240,Cameroon,0,-0.5,30.695309
4241,Cameroon,0,-1,32.8158
4242,Cameroon,-1,1,25.248596
4243,Cameroon,-1,0.5,27.023134
4244,Cameroon,-1,0.25,27.985203
4245,Cameroon,-1,0,28.979338
4246,Cameroon,-1,0.25,27.985203
4247,Cameroon,-1,-0.5,31.03456
4248,Cameroon,-1,-1,33.14903
4249,Cameroon,-2,1,25.695055
4250,Cameroon,-2,0.5,27.43135
4251,Cameroon,-2,0.25,28.36664
4252,Cameroon,-2,0,29.338898
4253,Cameroon,-2,0.25,28.36664
4254,Cameroon,-2,-0.5,31.382328
4255,Cameroon,-2,-1,33.482265
4256,Cameroon,-5,1,27.087915
4257,Cameroon,-5,0.5,28.693998
4258,Cameroon,-5,0.25,29.579748
4259,Cameroon,-5,0,30.484638
4260,Cameroon,-5,0.25,29.579748
4261,Cameroon,-5,-0.5,32.439877
4262,Cameroon,-5,-1,34.513428
4263,Mongolia,5,1,-2.2722924
4264,Mongolia,5,0.5,-2.1919863
4265,Mongolia,5,0.25,-2.5448587
4266,Mongolia,5,0,-3.1982956
4267,Mongolia,5,0.25,-2.5448587
4268,Mongolia,5,-0.5,-4.8383346
4269,Mongolia,5,-1,-6.924168
4270,Mongolia,2,1,-2.1200445
4271,Mongolia,2,0.5,-2.0055976
4272,Mongolia,2,0.25,-2.3946645
4273,Mongolia,2,0,-3.0780928
4274,Mongolia,2,0.25,-2.3946645
4275,Mongolia,2,-0.5,-4.813956
4276,Mongolia,2,-1,-6.931757
4277,Mongolia,1,1,-2.0695016
4278,Mongolia,1,0.5,-1.9434677
4279,Mongolia,1,0.25,-2.3451974
4280,Mongolia,1,0,-3.037903
4281,Mongolia,1,0.25,-2.3451974
4282,Mongolia,1,-0.5,-4.8061376
4283,Mongolia,1,-1,-6.9369526
4284,Mongolia,0,1,-2.018959
4285,Mongolia,0,0.5,-1.881338
4286,Mongolia,0,0.25,-2.297606
4287,Mongolia,0,0,-3.368166666666667
4288,Mongolia,0,0.25,-2.297606
4289,Mongolia,0,-0.5,-4.800329
4290,Mongolia,0,-1,-6.947807
4291,Mongolia,-1,1,-1.9687308
4292,Mongolia,-1,0.5,-1.8192285
4293,Mongolia,-1,0.25,-2.2511547
4294,Mongolia,-1,0,-2.9555721
4295,Mongolia,-1,0.25,-2.2511547
4296,Mongolia,-1,-0.5,-4.7981772
4297,Mongolia,-1,-1,-6.96274
4298,Mongolia,-2,1,-1.9192718
4299,Mongolia,-2,0.5,-1.7572209
4300,Mongolia,-2,0.25,-2.2047036
4301,Mongolia,-2,0,-2.9144065
4302,Mongolia,-2,0.25,-2.2047036
4303,Mongolia,-2,-0.5,-4.7966127
4304,Mongolia,-2,-1,-6.9776754
4305,Mongolia,-5,1,-1.7782928
4306,Mongolia,-5,0.5,-1.5719713
4307,Mongolia,-5,0.25,-2.0649977
4308,Mongolia,-5,0,-2.7869027
4309,Mongolia,-5,0.25,-2.0649977
4310,Mongolia,-5,-0.5,-4.7959733
4311,Mongolia,-5,-1,-7.0225224
4312,Lesotho,5,1,14.624833333333333
4313,Lesotho,5,0.5,14.624833333333333
4314,Lesotho,5,0.25,14.624833333333333
4315,Lesotho,5,0,14.624833333333333
4316,Lesotho,5,0.25,14.624833333333333
4317,Lesotho,5,-0.5,14.624833333333333
4318,Lesotho,5,-1,14.624833333333333
4319,Lesotho,2,1,14.624833333333333
4320,Lesotho,2,0.5,14.624833333333333
4321,Lesotho,2,0.25,14.624833333333333
4322,Lesotho,2,0,14.624833333333333
4323,Lesotho,2,0.25,14.624833333333333
4324,Lesotho,2,-0.5,14.624833333333333
4325,Lesotho,2,-1,14.624833333333333
4326,Lesotho,1,1,14.624833333333333
4327,Lesotho,1,0.5,14.624833333333333
4328,Lesotho,1,0.25,14.624833333333333
4329,Lesotho,1,0,14.624833333333333
4330,Lesotho,1,0.25,14.624833333333333
4331,Lesotho,1,-0.5,14.624833333333333
4332,Lesotho,1,-1,14.624833333333333
4333,Lesotho,0,1,14.624833333333333
4334,Lesotho,0,0.5,14.624833333333333
4335,Lesotho,0,0.25,14.624833333333333
4336,Lesotho,0,0,14.624833333333333
4337,Lesotho,0,0.25,14.624833333333333
4338,Lesotho,0,-0.5,14.624833333333333
4339,Lesotho,0,-1,14.624833333333333
4340,Lesotho,-1,1,14.624833333333333
4341,Lesotho,-1,0.5,14.624833333333333
4342,Lesotho,-1,0.25,14.624833333333333
4343,Lesotho,-1,0,14.624833333333333
4344,Lesotho,-1,0.25,14.624833333333333
4345,Lesotho,-1,-0.5,14.624833333333333
4346,Lesotho,-1,-1,14.624833333333333
4347,Lesotho,-2,1,14.624833333333333
4348,Lesotho,-2,0.5,14.624833333333333
4349,Lesotho,-2,0.25,14.624833333333333
4350,Lesotho,-2,0,14.624833333333333
4351,Lesotho,-2,0.25,14.624833333333333
4352,Lesotho,-2,-0.5,14.624833333333333
4353,Lesotho,-2,-1,14.624833333333333
4354,Lesotho,-5,1,14.624833333333333
4355,Lesotho,-5,0.5,14.624833333333333
4356,Lesotho,-5,0.25,14.624833333333333
4357,Lesotho,-5,0,14.624833333333333
4358,Lesotho,-5,0.25,14.624833333333333
4359,Lesotho,-5,-0.5,14.624833333333333
4360,Lesotho,-5,-1,14.624833333333333
4361,Togo,5,1,27.567316
4362,Togo,5,0.5,29.5142
4363,Togo,5,0.25,30.511003
4364,Togo,5,0,31.508
4365,Togo,5,0.25,30.511003
4366,Togo,5,-0.5,33.50373
4367,Togo,5,-1,35.60622
4368,Togo,2,1,26.953478
4369,Togo,2,0.5,28.93191
4370,Togo,2,0.25,29.928905
4371,Togo,2,0,30.9259
4372,Togo,2,0.25,29.928905
4373,Togo,2,-0.5,33.00636
4374,Togo,2,-1,35.15527
4375,Togo,1,1,26.748861
4376,Togo,1,0.5,28.737877
4377,Togo,1,0.25,29.734873
4378,Togo,1,0,30.736773
4379,Togo,1,0.25,29.734873
4380,Togo,1,-0.5,32.85237
4381,Togo,1,-1,35.018986
4382,Togo,0,1,26.549852
4383,Togo,0,0.5,28.543842
4384,Togo,0,0.25,29.54084
4385,Togo,0,0,27.203083333333336
4386,Togo,0,0.25,29.54084
4387,Togo,0,-0.5,32.719803
4388,Togo,0,-1,34.886425
4389,Togo,-1,1,26.361366
4390,Togo,-1,0.5,28.362856
4391,Togo,-1,0.25,29.370861
4392,Togo,-1,0,30.428581
4393,Togo,-1,0.25,29.370861
4394,Togo,-1,-0.5,32.58724
4395,Togo,-1,-1,34.75386
4396,Togo,-2,1,26.194881
4397,Togo,-2,0.5,28.19445
4398,Togo,-2,0.25,29.230577
4399,Togo,-2,0,30.298683
4400,Togo,-2,0.25,29.230577
4401,Togo,-2,-0.5,32.46297
4402,Togo,-2,-1,34.637295
4403,Togo,-5,1,25.78686
4404,Togo,-5,0.5,27.861628
4405,Togo,-5,0.25,28.943548
4406,Togo,-5,0,30.025892
4407,Togo,-5,0.25,28.943548
4408,Togo,-5,-0.5,32.207962
4409,Togo,-5,-1,34.402615
4410,Botswana,5,1,20.181078
4411,Botswana,5,0.5,20.658937
4412,Botswana,5,0.25,20.948133
4413,Botswana,5,0,21.27355
4414,Botswana,5,0.25,20.948133
4415,Botswana,5,-0.5,21.97528
4416,Botswana,5,-1,22.735785
4417,Botswana,2,1,21.124374
4418,Botswana,2,0.5,21.448637
4419,Botswana,2,0.25,21.623846
4420,Botswana,2,0,21.826742
4421,Botswana,2,0.25,21.623846
4422,Botswana,2,-0.5,22.316156
4423,Botswana,2,-1,22.939661
4424,Botswana,1,1,21.50981
4425,Botswana,1,0.5,21.770979
4426,Botswana,1,0.25,21.93587
4427,Botswana,1,0,22.107428
4428,Botswana,1,0.25,21.93587
4429,Botswana,1,-0.5,22.52333
4430,Botswana,1,-1,23.07419
4431,Botswana,0,1,21.929531
4432,Botswana,0,0.5,22.124487
4433,Botswana,0,0.25,22.258387
4434,Botswana,0,0,19.832
4435,Botswana,0,0.25,22.258387
4436,Botswana,0,-0.5,22.792673
4437,Botswana,0,-1,23.259516
4438,Botswana,-1,1,22.36183
4439,Botswana,-1,0.5,22.534723
4440,Botswana,-1,0.25,22.633986
4441,Botswana,-1,0,22.753122
4442,Botswana,-1,0.25,22.633986
4443,Botswana,-1,-0.5,23.086845
4444,Botswana,-1,-1,23.485682
4445,Botswana,-2,1,22.798399
4446,Botswana,-2,0.5,22.956545
4447,Botswana,-2,0.25,23.04754
4448,Botswana,-2,0,23.143484
4449,Botswana,-2,0.25,23.04754
4450,Botswana,-2,-0.5,23.397568
4451,Botswana,-2,-1,23.759272
4452,Botswana,-5,1,24.192732
4453,Botswana,-5,0.5,24.289177
4454,Botswana,-5,0.25,24.351915
4455,Botswana,-5,0,24.424398
4456,Botswana,-5,0.25,24.351915
4457,Botswana,-5,-0.5,24.585987
4458,Botswana,-5,-1,24.777159
4459,Haiti,5,1,26.605995
4460,Haiti,5,0.5,27.858868
4461,Haiti,5,0.25,28.99238
4462,Haiti,5,0,30.223387
4463,Haiti,5,0.25,28.99238
4464,Haiti,5,-0.5,32.757202
4465,Haiti,5,-1,35.394306
4466,Haiti,2,1,25.208738
4467,Haiti,2,0.5,26.870026
4468,Haiti,2,0.25,28.051643
4469,Haiti,2,0,29.322674
4470,Haiti,2,0.25,28.051643
4471,Haiti,2,-0.5,31.875525
4472,Haiti,2,-1,34.556
4473,Haiti,1,1,24.770485
4474,Haiti,1,0.5,26.548164
4475,Haiti,1,0.25,27.753008
4476,Haiti,1,0,29.02747
4477,Haiti,1,0.25,27.753008
4478,Haiti,1,-0.5,31.588802
4479,Haiti,1,-1,34.2781
4480,Haiti,0,1,24.361616
4481,Haiti,0,0.5,26.227253
4482,Haiti,0,0.25,27.457804
4483,Haiti,0,0,27.121533333333332
4484,Haiti,0,0.25,27.457804
4485,Haiti,0,-0.5,31.302084
4486,Haiti,0,-1,34.005337
4487,Haiti,-1,1,23.95701
4488,Haiti,-1,0.5,25.914581
4489,Haiti,-1,0.25,27.1626
4490,Haiti,-1,0,28.437061
4491,Haiti,-1,0.25,27.1626
4492,Haiti,-1,-0.5,31.015362
4493,Haiti,-1,-1,33.732574
4494,Haiti,-2,1,23.55642
4495,Haiti,-2,0.5,25.607235
4496,Haiti,-2,0.25,26.867395
4497,Haiti,-2,0,28.141857
4498,Haiti,-2,0.25,26.867395
4499,Haiti,-2,-0.5,30.728642
4500,Haiti,-2,-1,33.45981
4501,Haiti,-5,1,22.4586
4502,Haiti,-5,0.5,24.727322
4503,Haiti,-5,0.25,26.000248
4504,Haiti,-5,0,27.273172
4505,Haiti,-5,0.25,26.000248
4506,Haiti,-5,-0.5,29.903759
4507,Haiti,-5,-1,32.67299
4508,Uganda,5,1,28.104664
4509,Uganda,5,0.5,28.56685
4510,Uganda,5,0.25,28.797945
4511,Uganda,5,0,29.029037
4512,Uganda,5,0.25,28.797945
4513,Uganda,5,-0.5,29.491226
4514,Uganda,5,-1,29.953415
4515,Uganda,2,1,27.855679
4516,Uganda,2,0.5,28.317867
4517,Uganda,2,0.25,28.553345
4518,Uganda,2,0,28.790749
4519,Uganda,2,0.25,28.553345
4520,Uganda,2,-0.5,29.26555
4521,Uganda,2,-1,29.740353
4522,Uganda,1,1,27.773365
4523,Uganda,1,0.5,28.248167
4524,Uganda,1,0.25,28.485569
4525,Uganda,1,0,28.72297
4526,Uganda,1,0.25,28.485569
4527,Uganda,1,-0.5,29.197771
4528,Uganda,1,-1,29.675838
4529,Uganda,0,1,27.705585
4530,Uganda,0,0.5,28.180387
4531,Uganda,0,0.25,28.417788
4532,Uganda,0,0,24.800083333333333
4533,Uganda,0,0.25,28.417788
4534,Uganda,0,-0.5,29.134018
4535,Uganda,0,-1,29.615023
4536,Uganda,-1,1,27.63781
4537,Uganda,-1,0.5,28.112612
4538,Uganda,-1,0.25,28.351696
4539,Uganda,-1,0,28.5922
4540,Uganda,-1,0.25,28.351696
4541,Uganda,-1,-0.5,29.073206
4542,Uganda,-1,-1,29.554213
4543,Uganda,-2,1,27.570028
4544,Uganda,-2,0.5,28.05038
4545,Uganda,-2,0.25,28.290884
4546,Uganda,-2,0,28.531387
4547,Uganda,-2,0.25,28.290884
4548,Uganda,-2,-0.5,29.012392
4549,Uganda,-2,-1,29.493397
4550,Uganda,-5,1,27.386936
4551,Uganda,-5,0.5,27.867943
4552,Uganda,-5,0.25,28.108444
4553,Uganda,-5,0,28.348948
4554,Uganda,-5,0.25,28.108444
4555,Uganda,-5,-0.5,28.829952
4556,Uganda,-5,-1,29.31096
4557,Laos,5,1,23.572435
4558,Laos,5,0.5,25.803827
4559,Laos,5,0.25,26.921429
4560,Laos,5,0,28.073372
4561,Laos,5,0.25,26.921429
4562,Laos,5,-0.5,30.397848
4563,Laos,5,-1,32.86481
4564,Laos,2,1,23.295567
4565,Laos,2,0.5,25.527052
4566,Laos,2,0.25,26.655336
