,Country,CO2_Percent_Change,Forest_Area_Percent_Change,Predicted_Avg_Temp
1877,Zambia,1,0.5,16.15073
1878,Zambia,1,0.25,18.935482
1879,Zambia,1,0,21.792816
1880,Zambia,1,0.25,18.935482
1881,Zambia,1,-0.5,27.744747
1882,Zambia,1,-1,33.776886
1883,Zambia,0,1,11.836119
1884,Zambia,0,0.5,16.211124
1885,Zambia,0,0.25,19.014404
1886,Zambia,0,0,21.349416666666666
1887,Zambia,0,0.25,19.014404
1888,Zambia,0,-0.5,27.869984
1889,Zambia,0,-1,33.902718
1890,Zambia,-1,1,11.758804
1891,Zambia,-1,0.5,16.272034
1892,Zambia,-1,0.25,19.10403
1893,Zambia,-1,0,22.015701
1894,Zambia,-1,0.25,19.10403
1895,Zambia,-1,-0.5,27.995811
1896,Zambia,-1,-1,34.028545
1897,Zambia,-2,1,11.694127
1898,Zambia,-2,0.5,16.342747
1899,Zambia,-2,0.25,19.198313
1900,Zambia,-2,0,22.133085
1901,Zambia,-2,0.25,19.198313
1902,Zambia,-2,-0.5,28.121641
1903,Zambia,-2,-1,34.154377
1904,Zambia,-5,1,11.6006365
1905,Zambia,-5,0.5,16.618855
1906,Zambia,-5,0.25,19.509212
1907,Zambia,-5,0,22.485233
1908,Zambia,-5,0.25,19.509212
1909,Zambia,-5,-0.5,28.49913
1910,Zambia,-5,-1,34.538605
1911,Pakistan,5,1,30.420118
1912,Pakistan,5,0.5,30.855022
1913,Pakistan,5,0.25,31.073732
1914,Pakistan,5,0,31.296608
1915,Pakistan,5,0.25,31.073732
1916,Pakistan,5,-0.5,31.742891
1917,Pakistan,5,-1,32.194363
1918,Pakistan,2,1,28.849281
1919,Pakistan,2,0.5,29.304886
1920,Pakistan,2,0.25,29.548157
1921,Pakistan,2,0,29.791433
1922,Pakistan,2,0.25,29.548157
1923,Pakistan,2,-0.5,30.277979
1924,Pakistan,2,-1,30.767702
1925,Pakistan,1,1,28.409283
1926,Pakistan,1,0.5,28.900856
1927,Pakistan,1,0.25,29.146639
1928,Pakistan,1,0,29.392427
1929,Pakistan,1,0.25,29.146639
1930,Pakistan,1,-0.5,29.883999
1931,Pakistan,1,-1,30.375809
1932,Pakistan,0,1,28.039743
1933,Pakistan,0,0.5,28.53007
1934,Pakistan,0,0.25,28.77523
1935,Pakistan,0,0,24.590817796610168
1936,Pakistan,0,0.25,28.77523
1937,Pakistan,0,-0.5,29.510715
1938,Pakistan,0,-1,30.003103
1939,Pakistan,-1,1,27.682257
1940,Pakistan,-1,0.5,28.16755
1941,Pakistan,-1,0.25,28.410482
1942,Pakistan,-1,0,28.655645
1943,Pakistan,-1,0.25,28.410482
1944,Pakistan,-1,-0.5,29.150263
1945,Pakistan,-1,-1,29.672487
1946,Pakistan,-2,1,27.343641
1947,Pakistan,-2,0.5,27.822802
1948,Pakistan,-2,0.25,28.064013
1949,Pakistan,-2,0,28.319218
1950,Pakistan,-2,0.25,28.064013
1951,Pakistan,-2,-0.5,28.849531
1952,Pakistan,-2,-1,29.394
1953,Pakistan,-5,1,26.529383
1954,Pakistan,-5,0.5,27.070032
1955,Pakistan,-5,0.25,27.343409
1956,Pakistan,-5,0,27.617987
1957,Pakistan,-5,0.25,27.343409
1958,Pakistan,-5,-0.5,28.1699
1959,Pakistan,-5,-1,28.721819
1960,Cyprus,5,1,25.355776
1961,Cyprus,5,0.5,23.286394
1962,Cyprus,5,0.25,22.277613
1963,Cyprus,5,0,21.301432
1964,Cyprus,5,0.25,22.277613
1965,Cyprus,5,-0.5,19.460104
1966,Cyprus,5,-1,18.026373
1967,Cyprus,2,1,26.24656
1968,Cyprus,2,0.5,24.268606
1969,Cyprus,2,0.25,23.347681
1970,Cyprus,2,0,22.541643
1971,Cyprus,2,0.25,23.347681
1972,Cyprus,2,-0.5,21.08557
1973,Cyprus,2,-1,19.843727
1974,Cyprus,1,1,26.583563
1975,Cyprus,1,0.5,24.676794
1976,Cyprus,1,0.25,23.855013
1977,Cyprus,1,0,23.09323
1978,Cyprus,1,0.25,23.855013
1979,Cyprus,1,-0.5,21.710108
1980,Cyprus,1,-1,20.511923
1981,Cyprus,0,1,26.923939
1982,Cyprus,0,0.5,25.185598
1983,Cyprus,0,0.25,24.40558
1984,Cyprus,0,0,20.271
1985,Cyprus,0,0.25,24.40558
1986,Cyprus,0,-0.5,22.362255
1987,Cyprus,0,-1,21.203066
1988,Cyprus,-1,1,27.356674
1989,Cyprus,-1,0.5,25.728453
1990,Cyprus,-1,0.25,24.980433
1991,Cyprus,-1,0,24.265886
1992,Cyprus,-1,0.25,24.980433
1993,Cyprus,-1,-0.5,23.01729
1994,Cyprus,-1,-1,21.895605
1995,Cyprus,-2,1,27.855555
1996,Cyprus,-2,0.5,26.289515
1997,Cyprus,-2,0.25,25.560602
1998,Cyprus,-2,0,24.914825
1999,Cyprus,-2,0.25,25.560602
2000,Cyprus,-2,-0.5,23.705141
2001,Cyprus,-2,-1,22.588142
2002,Cyprus,-5,1,29.511507
2003,Cyprus,-5,0.5,28.139942
2004,Cyprus,-5,0.25,27.521414
2005,Cyprus,-5,0,26.917597
2006,Cyprus,-5,0.25,27.521414
2007,Cyprus,-5,-0.5,25.78692
2008,Cyprus,-5,-1,24.69716
2009,Afghanistan,5,1,14.152489583333333
2010,Afghanistan,5,0.5,14.152489583333333
2011,Afghanistan,5,0.25,14.152489583333333
2012,Afghanistan,5,0,14.152489583333333
2013,Afghanistan,5,0.25,14.152489583333333
2014,Afghanistan,5,-0.5,14.152489583333333
2015,Afghanistan,5,-1,14.152489583333333
2016,Afghanistan,2,1,14.152489583333333
2017,Afghanistan,2,0.5,14.152489583333333
2018,Afghanistan,2,0.25,14.152489583333333
2019,Afghanistan,2,0,14.152489583333333
2020,Afghanistan,2,0.25,14.152489583333333
2021,Afghanistan,2,-0.5,14.152489583333333
2022,Afghanistan,2,-1,14.152489583333333
2023,Afghanistan,1,1,14.152489583333333
2024,Afghanistan,1,0.5,14.152489583333333
2025,Afghanistan,1,0.25,14.152489583333333
2026,Afghanistan,1,0,14.152489583333333
2027,Afghanistan,1,0.25,14.152489583333333
2028,Afghanistan,1,-0.5,14.152489583333333
2029,Afghanistan,1,-1,14.152489583333333
2030,Afghanistan,0,1,14.152489583333333
2031,Afghanistan,0,0.5,14.152489583333333
2032,Afghanistan,0,0.25,14.152489583333333
2033,Afghanistan,0,0,14.152489583333333
2034,Afghanistan,0,0.25,14.152489583333333
2035,Afghanistan,0,-0.5,14.152489583333333
2036,Afghanistan,0,-1,14.152489583333333
2037,Afghanistan,-1,1,14.152489583333333
2038,Afghanistan,-1,0.5,14.152489583333333
2039,Afghanistan,-1,0.25,14.152489583333333
2040,Afghanistan,-1,0,14.152489583333333
2041,Afghanistan,-1,0.25,14.152489583333333
2042,Afghanistan,-1,-0.5,14.152489583333333
2043,Afghanistan,-1,-1,14.152489583333333
2044,Afghanistan,-2,1,14.152489583333333
2045,Afghanistan,-2,0.5,14.152489583333333
2046,Afghanistan,-2,0.25,14.152489583333333
2047,Afghanistan,-2,0,14.152489583333333
2048,Afghanistan,-2,0.25,14.152489583333333
2049,Afghanistan,-2,-0.5,14.152489583333333
2050,Afghanistan,-2,-1,14.152489583333333
2051,Afghanistan,-5,1,14.152489583333333
2052,Afghanistan,-5,0.5,14.152489583333333
2053,Afghanistan,-5,0.25,14.152489583333333
2054,Afghanistan,-5,0,14.152489583333333
2055,Afghanistan,-5,0.25,14.152489583333333
2056,Afghanistan,-5,-0.5,14.152489583333333
2057,Afghanistan,-5,-1,14.152489583333333
2058,Chad,5,1,31.647501
2059,Chad,5,0.5,31.782598
2060,Chad,5,0.25,31.850147
2061,Chad,5,0,31.917694
2062,Chad,5,0.25,31.850147
2063,Chad,5,-0.5,32.052795
2064,Chad,5,-1,32.204712
2065,Chad,2,1,30.692453
2066,Chad,2,0.5,30.827549
2067,Chad,2,0.25,30.895098
2068,Chad,2,0,30.962645
2069,Chad,2,0.25,30.895098
2070,Chad,2,-0.5,31.122364
2071,Chad,2,-1,31.289442
2072,Chad,1,1,30.374105
2073,Chad,1,0.5,30.5092
2074,Chad,1,0.25,30.576748
2075,Chad,1,0,30.650194
2076,Chad,1,0.25,30.576748
2077,Chad,1,-0.5,30.817278
2078,Chad,1,-1,30.984356
2079,Chad,0,1,30.055754
2080,Chad,0,0.5,30.190851
2081,Chad,0,0.25,30.262522
2082,Chad,0,0,27.661875
2083,Chad,0,0.25,30.262522
2084,Chad,0,-0.5,30.512188
2085,Chad,0,-1,30.68373
2086,Chad,-1,1,29.737404
2087,Chad,-1,0.5,29.875257
2088,Chad,-1,0.25,29.956476
2089,Chad,-1,0,30.040018
2090,Chad,-1,0.25,29.956476
2091,Chad,-1,-0.5,30.207098
2092,Chad,-1,-1,30.400087
2093,Chad,-2,1,29.419054
2094,Chad,-2,0.5,29.567848
2095,Chad,-2,0.25,29.651388
2096,Chad,-2,0,29.73493
2097,Chad,-2,0.25,29.651388
2098,Chad,-2,-0.5,29.920542
2099,Chad,-2,-1,30.116453
2100,Chad,-5,1,28.485502
2101,Chad,-5,0.5,28.677803
2102,Chad,-5,0.25,28.775759
2103,Chad,-5,0,28.881598
2104,Chad,-5,0.25,28.775759
2105,Chad,-5,-0.5,29.093576
2106,Chad,-5,-1,29.30556
2107,South Africa,5,1,20.212996
2108,South Africa,5,0.5,21.706778
2109,South Africa,5,0.25,22.490656
2110,South Africa,5,0,23.283285
2111,South Africa,5,0.25,22.490656
2112,South Africa,5,-0.5,24.909094
2113,South Africa,5,-1,26.551224
2114,South Africa,2,1,18.452436
2115,South Africa,2,0.5,19.990705
2116,South Africa,2,0.25,20.785383
2117,South Africa,2,0,21.598787
2118,South Africa,2,0.25,20.785383
2119,South Africa,2,-0.5,23.251287
2120,South Africa,2,-1,25.069841
2121,South Africa,1,1,17.879526
2122,South Africa,1,0.5,19.419771
2123,South Africa,1,0.25,20.224216
2124,South Africa,1,0,21.037622
2125,South Africa,1,0.25,20.224216
2126,South Africa,1,-0.5,22.771439
2127,South Africa,1,-1,24.66535
2128,South Africa,0,1,17.31133
2129,South Africa,0,0.5,18.853983
2130,South Africa,0,0.25,19.671835
2131,South Africa,0,0,17.110591666666664
2132,South Africa,0,0.25,19.671835
2133,South Africa,0,-0.5,22.350943
2134,South Africa,0,-1,24.289804
2135,South Africa,-1,1,16.750559
2136,South Africa,-1,0.5,18.311995
2137,South Africa,-1,0.25,19.176199
2138,South Africa,-1,0,20.071507
2139,South Africa,-1,0.25,19.176199
2140,South Africa,-1,-0.5,21.961187
2141,South Africa,-1,-1,23.93864
2142,South Africa,-2,1,16.196909
2143,South Africa,-2,0.5,17.826197
2144,South Africa,-2,0.25,18.736649
2145,South Africa,-2,0,19.66773
2146,South Africa,-2,0.25,18.736649
2147,South Africa,-2,-0.5,21.613337
2148,South Africa,-2,-1,23.635258
2149,South Africa,-5,1,14.887217
2150,South Africa,-5,0.5,16.73076
2151,South Africa,-5,0.25,17.69121
2152,South Africa,-5,0,18.69257
2153,South Africa,-5,0.25,17.69121
2154,South Africa,-5,-0.5,20.715292
2155,South Africa,-5,-1,22.738016
2156,Hungary,5,1,12.688441
2157,Hungary,5,0.5,12.424411
2158,Hungary,5,0.25,12.311559
2159,Hungary,5,0,12.207873
2160,Hungary,5,0.25,12.311559
2161,Hungary,5,-0.5,12.070432
2162,Hungary,5,-1,11.997085
2163,Hungary,2,1,13.128997
2164,Hungary,2,0.5,12.984341
2165,Hungary,2,0.25,12.919681
2166,Hungary,2,0,12.875276
2167,Hungary,2,0.25,12.919681
2168,Hungary,2,-0.5,12.806432
2169,Hungary,2,-1,12.742704
2170,Hungary,1,1,13.344314
2171,Hungary,1,0.5,13.205469
2172,Hungary,1,0.25,13.156532
2173,Hungary,1,0,13.12211
2174,Hungary,1,0.25,13.156532
2175,Hungary,1,-0.5,13.0546465
2176,Hungary,1,-1,12.993426
2177,Hungary,0,1,13.561549
2178,Hungary,0,0.5,13.440951
2179,Hungary,0,0.25,13.403367
2180,Hungary,0,0,11.399972222222221
2181,Hungary,0,0.25,13.403367
2182,Hungary,0,-0.5,13.304263
2183,Hungary,0,-1,13.259027
2184,Hungary,-1,1,13.783148
2185,Hungary,-1,0.5,13.684623
2186,Hungary,-1,0.25,13.650201
2187,Hungary,-1,0,13.617127
2188,Hungary,-1,0.25,13.650201
2189,Hungary,-1,-0.5,13.55501
2190,Hungary,-1,-1,13.547589
2191,Hungary,-2,1,14.010151
2192,Hungary,-2,0.5,13.9314575
2193,Hungary,-2,0.25,13.898369
2194,Hungary,-2,0,13.866746
2195,Hungary,-2,0.25,13.898369
2196,Hungary,-2,-0.5,13.823525
2197,Hungary,-2,-1,13.836153
2198,Hungary,-5,1,14.742091
2199,Hungary,-5,0.5,14.688794
2200,Hungary,-5,0.25,14.673764
2201,Hungary,-5,0,14.675942
2202,Hungary,-5,0.25,14.673764
2203,Hungary,-5,-0.5,14.683628
2204,Hungary,-5,-1,14.715964
2205,Malawi,5,1,21.484135
2206,Malawi,5,0.5,21.856094
2207,Malawi,5,0.25,22.042028
2208,Malawi,5,0,22.227964
2209,Malawi,5,0.25,22.042028
2210,Malawi,5,-0.5,22.599836
2211,Malawi,5,-1,22.971706
2212,Malawi,2,1,22.698498
2213,Malawi,2,0.5,23.068577
2214,Malawi,2,0.25,23.253614
2215,Malawi,2,0,23.438654
2216,Malawi,2,0.25,23.253614
2217,Malawi,2,-0.5,23.808731
2218,Malawi,2,-1,24.178806
2219,Malawi,1,1,23.201975
2220,Malawi,1,0.5,23.546345
2221,Malawi,1,0.25,23.722687
2222,Malawi,1,0,23.902481
2223,Malawi,1,0.25,23.722687
2224,Malawi,1,-0.5,24.26339
2225,Malawi,1,-1,24.6301
2226,Malawi,0,1,23.847324
2227,Malawi,0,0.5,24.14123
2228,Malawi,0,0.25,24.291172
2229,Malawi,0,0,21.755916666666668
2230,Malawi,0,0.25,24.291172
2231,Malawi,0,-0.5,24.78268
2232,Malawi,0,-1,25.129665
2233,Malawi,-1,1,24.576002
2234,Malawi,-1,0.5,24.864296
2235,Malawi,-1,0.25,25.009886
2236,Malawi,-1,0,25.156837
2237,Malawi,-1,0.25,25.009886
2238,Malawi,-1,-0.5,25.450745
2239,Malawi,-1,-1,25.74548
2240,Malawi,-2,1,25.35114
2241,Malawi,-2,0.5,25.624256
2242,Malawi,-2,0.25,25.760815
2243,Malawi,-2,0,25.897373
2244,Malawi,-2,0.25,25.760815
2245,Malawi,-2,-0.5,26.17875
2246,Malawi,-2,-1,26.467043
2247,Malawi,-5,1,27.956947
2248,Malawi,-5,0.5,28.186256
2249,Malawi,-5,0.25,28.307777
2250,Malawi,-5,0,28.433008
2251,Malawi,-5,0.25,28.307777
2252,Malawi,-5,-0.5,28.683468
2253,Malawi,-5,-1,28.935802
2254,Jordan,5,1,19.72041666666667
2255,Jordan,5,0.5,19.72041666666667
2256,Jordan,5,0.25,19.72041666666667
2257,Jordan,5,0,19.72041666666667
2258,Jordan,5,0.25,19.72041666666667
2259,Jordan,5,-0.5,19.72041666666667
2260,Jordan,5,-1,19.72041666666667
2261,Jordan,2,1,19.72041666666667
2262,Jordan,2,0.5,19.72041666666667
2263,Jordan,2,0.25,19.72041666666667
2264,Jordan,2,0,19.72041666666667
2265,Jordan,2,0.25,19.72041666666667
2266,Jordan,2,-0.5,19.72041666666667
2267,Jordan,2,-1,19.72041666666667
2268,Jordan,1,1,19.72041666666667
2269,Jordan,1,0.5,19.72041666666667
2270,Jordan,1,0.25,19.72041666666667
2271,Jordan,1,0,19.72041666666667
2272,Jordan,1,0.25,19.72041666666667
2273,Jordan,1,-0.5,19.72041666666667
2274,Jordan,1,-1,19.72041666666667
2275,Jordan,0,1,19.72041666666667
2276,Jordan,0,0.5,19.72041666666667
2277,Jordan,0,0.25,19.72041666666667
2278,Jordan,0,0,19.72041666666667
2279,Jordan,0,0.25,19.72041666666667
2280,Jordan,0,-0.5,19.72041666666667
2281,Jordan,0,-1,19.72041666666667
2282,Jordan,-1,1,19.72041666666667
2283,Jordan,-1,0.5,19.72041666666667
2284,Jordan,-1,0.25,19.72041666666667
2285,Jordan,-1,0,19.72041666666667
2286,Jordan,-1,0.25,19.72041666666667
2287,Jordan,-1,-0.5,19.72041666666667
2288,Jordan,-1,-1,19.72041666666667
2289,Jordan,-2,1,19.72041666666667
2290,Jordan,-2,0.5,19.72041666666667
2291,Jordan,-2,0.25,19.72041666666667
2292,Jordan,-2,0,19.72041666666667
2293,Jordan,-2,0.25,19.72041666666667
2294,Jordan,-2,-0.5,19.72041666666667
2295,Jordan,-2,-1,19.72041666666667
2296,Jordan,-5,1,19.72041666666667
2297,Jordan,-5,0.5,19.72041666666667
2298,Jordan,-5,0.25,19.72041666666667
2299,Jordan,-5,0,19.72041666666667
2300,Jordan,-5,0.25,19.72041666666667
2301,Jordan,-5,-0.5,19.72041666666667
2302,Jordan,-5,-1,19.72041666666667
2303,Panama,5,1,30.84933
2304,Panama,5,0.5,32.11541
2305,Panama,5,0.25,32.79536
2306,Panama,5,0,33.534004
2307,Panama,5,0.25,32.79536
2308,Panama,5,-0.5,35.09023
2309,Panama,5,-1,36.9127
2310,Panama,2,1,29.747658
2311,Panama,2,0.5,31.077747
2312,Panama,2,0.25,31.81121
2313,Panama,2,0,32.577084
2314,Panama,2,0.25,31.81121
2315,Panama,2,-0.5,34.281403
2316,Panama,2,-1,36.187393
2317,Panama,1,1,29.382977
2318,Panama,1,0.5,30.746424
2319,Panama,1,0.25,31.490665
2320,Panama,1,0,32.277107
2321,Panama,1,0.25,31.490665
2322,Panama,1,-0.5,34.019543
2323,Panama,1,-1,35.947998
2324,Panama,0,1,29.018293
2325,Panama,0,0.5,30.417698
2326,Panama,0,0.25,31.190899
2327,Panama,0,0,27.501
2328,Panama,0,0.25,31.190899
2329,Panama,0,-0.5,33.757683
2330,Panama,0,-1,35.708603
2331,Panama,-1,1,28.671097
2332,Panama,-1,0.5,30.105038
2333,Panama,-1,0.25,30.890871
2334,Panama,-1,0,31.695005
2335,Panama,-1,0.25,30.890871
2336,Panama,-1,-0.5,33.498493
2337,Panama,-1,-1,35.469208
2338,Panama,-2,1,28.328234
2339,Panama,-2,0.5,29.804712
2340,Panama,-2,0.25,30.59233
2341,Panama,-2,0,31.423063
2342,Panama,-2,0.25,30.59233
2343,Panama,-2,-0.5,33.246765
2344,Panama,-2,-1,35.229813
2345,Panama,-5,1,27.384481
2346,Panama,-5,0.5,28.920319
2347,Panama,-5,0.25,29.745518
2348,Panama,-5,0,30.634752
2349,Panama,-5,0.25,29.745518
2350,Panama,-5,-0.5,32.528336
2351,Panama,-5,-1,34.550163
2352,Bulgaria,5,1,14.308348
2353,Bulgaria,5,0.5,13.693961
2354,Bulgaria,5,0.25,13.386766
2355,Bulgaria,5,0,13.081012
2356,Bulgaria,5,0.25,13.386766
2357,Bulgaria,5,-0.5,12.4728775
2358,Bulgaria,5,-1,11.869171
2359,Bulgaria,2,1,14.471573
2360,Bulgaria,2,0.5,13.857742
2361,Bulgaria,2,0.25,13.552972
2362,Bulgaria,2,0,13.248201
2363,Bulgaria,2,0.25,13.552972
2364,Bulgaria,2,-0.5,12.638661
2365,Bulgaria,2,-1,12.034216
2366,Bulgaria,1,1,14.548082
2367,Bulgaria,1,0.5,13.934237
2368,Bulgaria,1,0.25,13.627314
2369,Bulgaria,1,0,13.32039
2370,Bulgaria,1,0.25,13.627314
2371,Bulgaria,1,-0.5,12.706755
2372,Bulgaria,1,-1,12.101229
2373,Bulgaria,0,1,14.63146
2374,Bulgaria,0,0.5,14.015879
2375,Bulgaria,0,0.25,13.708087
2376,Bulgaria,0,0,12.139595238095238
2377,Bulgaria,0,0.25,13.708087
2378,Bulgaria,0,-0.5,12.784945
2379,Bulgaria,0,-1,12.177292
2380,Bulgaria,-1,1,14.716737
2381,Bulgaria,-1,0.5,14.101154
2382,Bulgaria,-1,0.25,13.793364
2383,Bulgaria,-1,0,13.485571
2384,Bulgaria,-1,0.25,13.793364
2385,Bulgaria,-1,-0.5,12.882103
2386,Bulgaria,-1,-1,12.286288
2387,Bulgaria,-2,1,14.80205
2388,Bulgaria,-2,0.5,14.19416
2389,Bulgaria,-2,0.25,13.890803
2390,Bulgaria,-2,0,13.589031
2391,Bulgaria,-2,0.25,13.890803
2392,Bulgaria,-2,-0.5,12.998442
2393,Bulgaria,-2,-1,12.408939
2394,Bulgaria,-5,1,15.139447
2395,Bulgaria,-5,0.5,14.545614
2396,Bulgaria,-5,0.25,14.250863
2397,Bulgaria,-5,0,13.956112
2398,Bulgaria,-5,0.25,14.250863
2399,Bulgaria,-5,-0.5,13.373289
2400,Bulgaria,-5,-1,12.808556
2401,New Zealand,5,1,18.63537
2402,New Zealand,5,0.5,16.171038
2403,New Zealand,5,0.25,14.956664
2404,New Zealand,5,0,13.767724
2405,New Zealand,5,0.25,14.956664
2406,New Zealand,5,-0.5,11.489527
2407,New Zealand,5,-1,9.436669
2408,New Zealand,2,1,18.74403
2409,New Zealand,2,0.5,16.293013
2410,New Zealand,2,0.25,15.132333
2411,New Zealand,2,0,14.028605
2412,New Zealand,2,0.25,15.132333
2413,New Zealand,2,-0.5,11.990043
2414,New Zealand,2,-1,10.223638
2415,New Zealand,1,1,18.853308
2416,New Zealand,1,0.5,16.434723
2417,New Zealand,1,0.25,15.311774
2418,New Zealand,1,0,14.227532
2419,New Zealand,1,0.25,15.311774
2420,New Zealand,1,-0.5,12.271577
2421,New Zealand,1,-1,10.505143
2422,New Zealand,0,1,19.043222
2423,New Zealand,0,0.5,16.665747
2424,New Zealand,0,0.25,15.537957
2425,New Zealand,0,0,13.189712962962963
2426,New Zealand,0,0.25,15.537957
2427,New Zealand,0,-0.5,12.569136
2428,New Zealand,0,-1,10.786649
2429,New Zealand,-1,1,19.308659
2430,New Zealand,-1,0.5,16.9639
2431,New Zealand,-1,0.25,15.840109
2432,New Zealand,-1,0,14.770301
2433,New Zealand,-1,0.25,15.840109
2434,New Zealand,-1,-0.5,12.873006
2435,New Zealand,-1,-1,11.06941
2436,New Zealand,-2,1,19.606041
2437,New Zealand,-2,0.5,17.31104
2438,New Zealand,-2,0.25,16.2251
2439,New Zealand,-2,0,15.168594
2440,New Zealand,-2,0.25,16.2251
2441,New Zealand,-2,-0.5,13.199698
2442,New Zealand,-2,-1,11.3780985
2443,New Zealand,-5,1,20.660942
2444,New Zealand,-5,0.5,18.506443
2445,New Zealand,-5,0.25,17.485712
2446,New Zealand,-5,0,16.494799
2447,New Zealand,-5,0.25,17.485712
2448,New Zealand,-5,-0.5,14.620828
2449,New Zealand,-5,-1,12.886888
2450,Oman,5,1,26.7195
2451,Oman,5,0.5,26.7195
2452,Oman,5,0.25,26.7195
2453,Oman,5,0,26.7195
2454,Oman,5,0.25,26.7195
2455,Oman,5,-0.5,26.7195
2456,Oman,5,-1,26.7195
2457,Oman,2,1,26.7195
2458,Oman,2,0.5,26.7195
2459,Oman,2,0.25,26.7195
2460,Oman,2,0,26.7195
2461,Oman,2,0.25,26.7195
2462,Oman,2,-0.5,26.7195
2463,Oman,2,-1,26.7195
2464,Oman,1,1,26.7195
2465,Oman,1,0.5,26.7195
2466,Oman,1,0.25,26.7195
2467,Oman,1,0,26.7195
2468,Oman,1,0.25,26.7195
2469,Oman,1,-0.5,26.7195
2470,Oman,1,-1,26.7195
2471,Oman,0,1,26.7195
2472,Oman,0,0.5,26.7195
2473,Oman,0,0.25,26.7195
2474,Oman,0,0,26.7195
2475,Oman,0,0.25,26.7195
2476,Oman,0,-0.5,26.7195
2477,Oman,0,-1,26.7195
2478,Oman,-1,1,26.7195
2479,Oman,-1,0.5,26.7195
2480,Oman,-1,0.25,26.7195
2481,Oman,-1,0,26.7195
2482,Oman,-1,0.25,26.7195
2483,Oman,-1,-0.5,26.7195
2484,Oman,-1,-1,26.7195
2485,Oman,-2,1,26.7195
2486,Oman,-2,0.5,26.7195
2487,Oman,-2,0.25,26.7195
2488,Oman,-2,0,26.7195
2489,Oman,-2,0.25,26.7195
2490,Oman,-2,-0.5,26.7195
2491,Oman,-2,-1,26.7195
2492,Oman,-5,1,26.7195
2493,Oman,-5,0.5,26.7195
2494,Oman,-5,0.25,26.7195
2495,Oman,-5,0,26.7195
2496,Oman,-5,0.25,26.7195
2497,Oman,-5,-0.5,26.7195
2498,Oman,-5,-1,26.7195
2499,Rwanda,5,1,20.267761
2500,Rwanda,5,0.5,20.818504
2501,Rwanda,5,0.25,21.09919
2502,Rwanda,5,0,21.383768
2503,Rwanda,5,0.25,21.09919
2504,Rwanda,5,-0.5,21.997211
2505,Rwanda,5,-1,22.627447
2506,Rwanda,2,1,19.86768
2507,Rwanda,2,0.5,20.50271
2508,Rwanda,2,0.25,20.830093
2509,Rwanda,2,0,21.157627
2510,Rwanda,2,0.25,20.830093
2511,Rwanda,2,-0.5,21.835758
2512,Rwanda,2,-1,22.536272
2513,Rwanda,1,1,19.84531
2514,Rwanda,1,0.5,20.506134
2515,Rwanda,1,0.25,20.84444
2516,Rwanda,1,0,21.185333
2517,Rwanda,1,0.25,20.84444
2518,Rwanda,1,-0.5,21.887468
2519,Rwanda,1,-1,22.603151
2520,Rwanda,0,1,19.886425
2521,Rwanda,0,0.5,20.566353
2522,Rwanda,0,0.25,20.914192
2523,Rwanda,0,0,19.791
2524,Rwanda,0,0.25,20.914192
2525,Rwanda,0,-0.5,21.9753
2526,Rwanda,0,-1,22.702179
2527,Rwanda,-1,1,19.965813
2528,Rwanda,-1,0.5,20.66749
2529,Rwanda,-1,0.25,21.019695
2530,Rwanda,-1,0,21.37577
2531,Rwanda,-1,0.25,21.019695
2532,Rwanda,-1,-0.5,22.098345
2533,Rwanda,-1,-1,22.824917
2534,Rwanda,-2,1,20.097961
2535,Rwanda,-2,0.5,20.802422
2536,Rwanda,-2,0.25,21.159008
2537,Rwanda,-2,0,21.515596
2538,Rwanda,-2,0.25,21.159008
2539,Rwanda,-2,-0.5,22.236
2540,Rwanda,-2,-1,22.958784
2541,Rwanda,-5,1,20.89927
2542,Rwanda,-5,0.5,21.56472
2543,Rwanda,-5,0.25,21.899595
2544,Rwanda,-5,0,22.239922
2545,Rwanda,-5,0.25,21.899595
2546,Rwanda,-5,-0.5,22.923311
2547,Rwanda,-5,-1,23.611088
2548,Guatemala,5,1,23.323212
2549,Guatemala,5,0.5,23.509197
2550,Guatemala,5,0.25,23.603447
2551,Guatemala,5,0,23.697695
2552,Guatemala,5,0.25,23.603447
2553,Guatemala,5,-0.5,23.900246
2554,Guatemala,5,-1,24.11588
2555,Guatemala,2,1,21.77374
2556,Guatemala,2,0.5,21.979815
2557,Guatemala,2,0.25,22.089706
2558,Guatemala,2,0,22.22075
2559,Guatemala,2,0.25,22.089706
2560,Guatemala,2,-0.5,22.502415
2561,Guatemala,2,-1,22.796425
2562,Guatemala,1,1,21.283346
2563,Guatemala,1,0.5,21.531036
2564,Guatemala,1,0.25,21.667877
2565,Guatemala,1,0,21.814123
2566,Guatemala,1,0.25,21.667877
2567,Guatemala,1,-0.5,22.107565
2568,Guatemala,1,-1,22.404469
2569,Guatemala,0,1,20.862415
2570,Guatemala,0,0.5,21.144672
2571,Guatemala,0,0.25,21.291393
2572,Guatemala,0,0,19.8825
2573,Guatemala,0,0.25,21.291393
2574,Guatemala,0,-0.5,21.73581
2575,Guatemala,0,-1,22.050137
2576,Guatemala,-1,1,20.478802
2577,Guatemala,-1,0.5,20.770424
2578,Guatemala,-1,0.25,20.920837
2579,Guatemala,-1,0,21.071516
2580,Guatemala,-1,0.25,20.920837
2581,Guatemala,-1,-0.5,21.380028
2582,Guatemala,-1,-1,21.696709
2583,Guatemala,-2,1,20.122166
2584,Guatemala,-2,0.5,20.4189
